,review_rating,review_posted_date,review_text,review_author
537,1.0 ,12 Apr 2013,Do not use as a tampon applicator.,Space Cadet
538,1.0 ,08 Sep 2012,"And so it begins.  I had wondered when the apocalypse would finally be nigh, and here we are.  We have tolerated women and their somewhat feeble attempts at assimilating into our society with a bemused pity.  They want so badly to be like us, but we were able to keep them where they so logically belonged. Now, feminist standard-bearer Bic (whose Silky Touch 3 razors were welcome in my home only because they made my woman's legs smooth for my comfort) has given them the tools to create a world where women can make their high, squeaky voices heard!  Now that women have a pen that will fit in their grease-pocked, baby-scented, cooking hands, how will we keep them from communicating amongst themselves?  Imagine packs of women roaming the streets writing down all the things they find undesirable, or just icky.  Oh, the ""equal pay"" whining we'll have to endure!  Then, imagine them giving us lists of things they want us to accomplish around the house, a sort of ""honey do"" list, if you will.  Oh, the rampant naggery! Please, for the sake of all you hold dear, keep these pens out of the manicured, well-lotioned hands of our women-folk.  The fate of our civilization depends on what you do now!",Bigdadg
539,4.0 ,27 Aug 2012,Ever since the beginning of time the world has been biased to men. UNTIL TODAY THAT IS!!! BIC pen for women has revolutionized not only an industry but nations and the entire world. Little known fact: the BIC pen for women made the trip to Mars possible. This amazing pen even prevents pregnancy in instances of true rape*. My friend used a BIC pen for women to cure her breast cancer!!! Ever since using this pen Justin Beiber has been calling me every day and the pope has asked me for advice.,HappySuzyQ
540,5.0 ,17 Sep 2013,"I love these pens! They're discreet, smooth, and easy to clean. Best of all, they come with six different massager attachments to fulfill your wildest fantasies! I'm ditching my loser boyfriend: he can't possibly compete with these fantastic pens.",MercorMaulkin
541,5.0 ,18 Jan 2013,I've often had trouble finding a pen that fits my highly discriminating needs. With all the pens on the market it also can be difficult to choose on a pen.,Lava D
542,5.0 ,16 Feb 2013,"OMG BIC thank you sooooooooooo much.  I used to get so depressed walking down the Streets of San Francisco with nobody oggling me as I waltzed by.  Then one day I used a BIC for her to sign for a purchase I made with my pink debit card.  I inadvertently placed the pen in my back pocket and walked out the door.  As I made my way home several blocks away I began to feel a bit odd.  I noticed men everywhere with their necks craning to look at my back side. I almost panicked thinking I must have split out another pair of my lady Levi's.  Much to my amazement I realized it was the BIC for her I had stuck in my right rear pocket.  Men just could not seem to get enough of oggling my heart shaped ASSets.  It was a gay boy's dream come true.  Just to test the theory of this remarkable tool I began putting them in all of my pockets and taking them with me to all the hottest gay bars in town.  Everywhere I went I was the ""star"" of the bar.  Men of all ages, shapes and sizes could not keep their hands off me.  My love life has never been the same.  I have never had so much hot steamy sex in my life.  I owe it all to you BIC and your magnificent BIC for her.  Who would have ever thought.......you are such geniuses!  Move aside bounty, BIC for her is the new quicker picker upper!!!!!!!",CastroQueen
543,5.0 ,19 Oct 2012,"I am very grateful BIC decided to release a pen for lady people. As the proprietor of a corporation, I try to maintain sexual equality in my office by hiring women as well as men. Of course, being women, I can only hire them as secretaries, which was an unfortunate catch-22... until the BIC For Her pens arrived.",Aj
544,4.0 ,12 Apr 2013,"I was just as pessimistic as the next gal, at first, but then when I dotted an  ""i"" with a perfectly shaped heart, I was sold. Go BIC, win state. ;)",nicholas kanel
545,5.0 ,13 Aug 2014,"What a blessing in my dear little life! Finally a pen I can use! Of course I only need it for keeping track of my monthly flow and writing down recipes to feed my man. My husband gave me some allowance money and said, ""Sweetie pie, I'm going to take you to the store so you can buy some pens."" I thought he was teasing my wee little brain because golly, all the pens I've ever seen were only for men to use. But lo and behold! There they were, all lined up in their package and radiating soft pastel colors that are gentle enough for my sensitive eyes. These pens don't hurt my soft little hands either like those man pens would.Thank you, Bic!",Rachel Jones
546,3.0 ,12 Apr 2013,"WHERE are the pens that are labels MAN PENS???? Surely, Bic will have to come out with them soon, and I cannot wait to read the ad that exclaims MALE PEN-IS HERE!",T. Pittman
547,1.0 ,02 Oct 2012,The pen for her has changed my life. My poor handwriting and spelling wasn't dyslexia. I've just been using cumbersome man pens not designed for be small and slender hands. Now I can spell and write coherently I have more time for baking and my partners friends take me seriously when they see my perfectly formed shopping lists. Thank you BIC for liberating my life!,Kirstie
548,1.0 ,28 Aug 2012,"I purchased a set of Bic LadyPens for one of my wives (the one who knows how to write), using my own funds.  (This should not come as a surprise, as women should not be allowed to come into contact with currency; their menstrual cycles will curse it and make it lose value, much as these cycles will cause wine to sour.)  However, I found that, when given these pens, she began writing more frequently and more fervently.  Soon, she was corresponding with other women (via the Postal Service, which, unbeknownst to me, now also accepts pieces of mail from women).  Gradually, more and more radical ideas entered her mind.  Sure, it started with her asking for simple things like a mortar and pestle (until now, my wives had ground spices with their knuckles), but before I knew it she was demanding to be shod!  I blame the pens - clearly they were the catalyst for her awakening!  I am currently away on business (I will be delivering an address to a large convention in Tampa this week), and I am honestly quite vexed about the state of my homestead upon returning!",simon belmont
549,3.0 ,04 Jan 2014,...except that every month or so they leak for several days at a time. She has to carry some sort of pad with her just in case.,DEM
