,index,Unnamed: 0,review_rating,review_posted_date,review_text,review_author
1570,1070,1070,5.0,09 Feb 2013,"I have used hundreds of banana slicers, from the original 411 to the 682-TI, and this 571 destroys them!  It has an extremely long battery life, and is very durable (I accidentally dropped it from my roof while putting up Christmas lights) and had hardly a scratch on it.  It's very powerful, with low wattage to boot.  Backwards compatible with older bananas.  I would recommend this product to anyone searching for the newest banana slicing technology to impress your buds with!",bananaMan
1571,1071,1071,5.0,24 Dec 2012,Have you ever had to slice two bananas at the same time? You can't do that with one banana slicer. Well we've got a special deal for you ...,Warren Redlich
1572,1072,1072,1.0,20 Feb 2013,"I recently purchased the Hutzler 571 by mistake, thinking it was a generic of isotope Butzler 571, which I was using in an experiment to cure cancer / make a super race of super cancer warriors. When placed into my machine instead of the Butzler 571, a group of child patients were turned into banana-craving-blood-sucking-super-fly-people, which made quite the mess. After contacting Hutzler Customer Support, I was told that it was indeed a banana slicer, and not a radioactive isotope. I was told that although their banana slicer was quite capable of curing cancer / making a super race of super cancer warriors, that I had used the product in violation of their safety instructions, and as such, my warranty was void.",Cave
1573,1073,1073,3.0,13 May 2016,"Saved 3 seconds using it, but spent 7 minutes cleaning banana mush out of its 68 plastic corners.",Brian H
1574,1074,1074,5.0,27 Feb 2013,"I know a lot of mom's and women are controlling the banana's in the home, so let a single dad that handles the banana every single morning tell you about my banana/tool experience.",Ball Zitchy
1575,1075,1075,4.0,22 May 2013,"This was highly useful on my ripe bananas. My ""I prefer green bananas"" husband was dissatisfied by the slicer's manual operation. He hooked it up to a 18-amp compressor and sliced clean through to China",Guy From Pasadena
1576,1076,1076,3.0,03 Dec 2012,"This banana slicer changed my life. I used to wake up in despair and confusion about how to cut my bananas. Each morning I tried a new method, and each day I lost hope. This banana slicer changed and saved my life. I was on the edge, with nowhere to turn except forward off this cliff of depression. Thank you so much banana slicer. You saved me and made me a believer.",rave24
1577,1077,1077,3.0,22 Aug 2015,"Having never owned a kitchen utensil capable of slicing my favorite fruit, I'd always resorted to the brute's method of banana preparation: that is to say, a piecemeal-manual ""cutting"" of chunks from the main body with incisors, indelicately peeling the skin as I work my way down, and then swallowing each untidy gob, along with a health dose of shame.  Oh, the humanity!  Needless to say, I could never partake in the light of public life, lest an acquaintance possibly observe this most boorish behavior and alert colleagues and those most dear alike, leaving me to spend my remaining days in the lonely contemplation of ill repute.",Techno Tom
1578,1078,1078,5.0,25 Jan 2013,"I'll admit, upon purchasing the H571, I was a bit skeptical.  Once I received it, though, my life has changed forever!  No more mushy banana slices, no more sticky fingers, no more awkward looks from neighbors and judgmental stares from hungry children.  Since purchasing the H571, I have lost 27lbs, met the woman of my dreams, and won $3.00 from a Powerball ticket!  Things are looking up, my banana slices have never been more symmetrical and presentable, and life is altogether good!  Thank you, H571!  Keep fighting the good fight!",azneck1
1579,1079,1079,5.0,08 Aug 2015,"I always found that my smoothie consistency was never to my liking.  I kept choking on banana shards and breaking my teeth on the yogurt.  When I bundled this product with a yogurt saw, a whole new world opened up.  Thanks Hutzler.",Adam Smith
1580,1080,1080,3.0,30 Dec 2012,"My wife previously bought the Hutzler vertical banana holder, so our bananas can dangle from a hook just as if they were hanging from a real life banana tree deep in a tropical rain forest.  When I try to slice the banana from the holder, it wiggles away...as if it somehow knew the Hutzler 571 was coming.  The two products act as opposing forces of which only one can be victorious.  They don't tell you that you must pick the banana from the holder, peel it, lay it flat, then slice it.  If I knew that slicing a banana was as complex as quantum mechanics I would have hired a maid.",Amazon Customer
1581,1081,1081,5.0,11 Jan 2013,"Hi Billy Mays here for the Hutzler 571B banana slicer, the kitchen utensil revolutionizing the very fabric of American life!  Are you tired of slicing banana's the ""old-fashioned' way?  Spending hours in the kitchen developing Musa acuminata-idnuced carpal tunnel syndrome? Meet the Hutzler 571B.  Perfect slices everytime, dishwasher safe and when not slicing bananas it quickly cuts an eighball into 17 perfect lines.  Similar products, if anyone was foolish enough to produce them, would easily sell for $100 but we are offering, the 571B for the amazingly low price of only $9.95 and if you act today, we'll throw in the fabulous Kiwi de-seeder, and the amazing strawberry shaver all for the same unbeleievable price!  Call now, operators are standing by!",Billy Mays
1582,1082,1082,5.0,29 Dec 2012,I brought a girl home to have some fruit salad and whipped out my tool and proceeded to show the banana who's boss. That night we shared passion and lust the likes of which the world has never seen. Thank you Hutzler.,Cinema Crazed
1583,1083,1083,5.0,13 Apr 2013,"I have suffered my whole life with severe eczema and I could never satisfy my eternal itching. Thanks to the 571 Banana slicer, I can scratch those hard to reach areas with ease. Just yesterday,I used my banana slicer four times! I had cereal first, then a few hours later, I used it to pop a zit on the middle of my back. Then I was able to use it to scratch my shins for 20 minutes straight without even bleeding! Since it is dishwasher safe, I was able to wash the 571 and then use it that same night to make fruit salad. Thank you Hutzler for this amazing product. It goes to show that some products are truly made with peoples needs in mind.",J. sablan
