,0
200,"Die kopfhörer habe ich im Angebot für 88€ gekauft, Zuvor habe ich Razer Adaro Stereo benutzt, welche leider nach 3 Jahren kaputt gingen. Dieser Kopfhörer ist jedoch kein würdiger Nachvolger. Die Verarbeitung ist ok, aber das Material macht einen sehr billigen Eindruck, und er besteht fast nur aus Plastik an den Muscheln. Der kopfhörer klappert und sitzt auch nicht 100% fest.Das leder ist nicht hochwertig und pellt sich langsam nach ca.3-4 monaten ab außerdem ist es nicht sonderlich bequem. Besonders bei hitze( nicht unnormal im Sommer) schmilzt der bezug und kann mit den Haaren verkleben. Danach ist die haftbeschichtung verzogen und es sieht weder schön aus, noch ist es schön Haare und Kopfhörer zu trennen Sie schützen ausenstehende nicht vor der eigenen Musik , sind demnach durchlässig! Der sound ist auch für den doppelten preis der adaro nicht atembersubend geschweigeden besser. Schlecht ist er nicht aber in meinen augen keinesfalls 88-120€ Wert. Das Bluetooth ist jedoch excellent und hält eine starke Verbindung such über ein Stockwerk hinweg. Der akku hält lange da gibt es keine probleme. Auch von der Lautstärke sind sie toll und msn ksnn voll aufdrehen( nur zuhause sonst stört es andere). Sollte dies ein einzelfall sein, ist der Kopfhörer nicht schlecht und eine kaufempfehlung. Sollten jedoch alle klappern und kleben ist das risiko diesen Kopfhlrer zu kaufen sehr hoch, und es kann gut passieren dass sie enttäuscht werden. Für mich waren diese 88€ eine verschwendung da ich nicht zufrieden damit bin. Keine Kaufempfehlung!"
201,"I have been using this headphone for already 1 Year. The sound quality does do justice to the price of this item. I mean, all is as expected. Nothing bad, and nothing that exceeds my expectation. I like the simple design. The buttons are well placed too (unless you have big fingers), and I can say it is quite durable. What I like most about this item is its exceptional battery life. With the average of 2-hour listening time a day, I can go for weeks without charging!! The Bluetooth in this device works really well too. I have no problem connecting it to my iphone. The downside of this item is the comfort. The band is quite tight for an above-average head size. I think this is more suitable for those with smaller head size. And, It is not the heaviest, but the weight is not in the lightweight category either. All in all, if you 1) hate to charge your headphones regularly, 2) need a decent sound 3) want a seamless Bluetooth connectivity, with a rather small head, this is PERFECT for you."
202,"I used this for about 3 months until the left side malfunction. I bear with it for another 2 months by constantly trying to make it work each time I turn on the headphones. Sometimes it does, but most of the time not. It became so annoying that I have decided to leave this review."
203,"I done a little bit of research before buying the jbl e55bt. I was on a budget and found the e55bt to be a great contender in its class. The build is pretty decent and they look decently built. These headphones are loud and when I say loud I mean loud enough to not cause ear damage in the future. I've never gone above 3 quarters volume. They have noise cancellation but not active noise cancellation. Which means it still cuts out noise but a headset with NC would probably do a better job. On the train these were good, I could hear well without the interference of train noise. I'm yet to test them on a plane to see how well they cancel Noise. Overall I would say I like these headphones because they give a flat sound. No enhancements or boosts. Simply how any track was mastered and finished is how the e55bt will display the sound. Comfort - I've not really worn them for a long time so I can't really comment on that factor. Great for their price. Any one who wants more to offer than the e55bt will know exactly what they want. Don't be expecting to be blown away by the sound quality. These are standard and good for every day use."
204,"I had some more expensive Beats Studio Wireless headphones stolen from my desk at work a while ago now. I finally got around to replacing them but didn't want to spend a huge amount of money all over again so I went for the JBL E55BTs. They are great - I have no complaints. The sound quality is spot on, the fit is comfortable and the ability to connect via bluetooth to more than one device at a time is brilliant. The build quality is reasonable. The plastic used feels a little lightweight and cheap but nothing too bad. The only one very minor gripe I have is in relation to the controls on the right ear cup. I personally find it hard to distinguish the forward, stop and backward buttons by touch. The design just doesn't make it easy and skipping forward vs increasing volume can be a pain - you have to hold the forward button down for some time before it recognises what you are wanting it to do - i.e. skip a track. Those are minor gripes, for sure. Overall, I really have no regrets and no issue recommending these headphones to anyone (unless you want noise cancellation, in which case, these won't do the job - personally, I don't like noise cancellation)."
205,"Ich war mit diesen Kopfhörern sehr zufrieden, bis ich die Skullcandy Crusher ausprobiert habe. Die JBL E55BT sind von der Lautstärke besser als viele andere Modelle (Bose, Sennheiser usw.) Dazu war der Klang und das Volumen/ Bass sehr gut. Nun habe ich die Skullcandy ausprobiert, die ein noch hoheres Volumen aufweisen. Wem der Bass der Skullcandy zu doll ist, sollte auf die JBL zugreifen. Hier aber unbedingt das Modell E55BT, da die E65BTNC vom Klang her nicht die Leistung bringen."
206,"These are decent wireless headphones, JBL is a great reliable brand and i don't really have many flaws to pick apart when it comes to these headphones. These are a good set if you like to relax and listen to music, wouldn't recommend as headphones to use at the gym or other activities such as that. The wireless feature doesn't go that far, so walking away from the device you're playing the music from cuts the music off, but works well when you're in the vicinity of the device. Can't complain at all, the sound is great and nice and loud. Well worth the price paid, overall i would recommend these headphones!"
207,"I am using them from January 2018. Bluetooth was randomly cutting off and not able to connect to my phone but it was working 90% of the time. Now, from a few days, I cannot connect via bluetooth at all... Using the jack is a no go for me... Anybody else with the same issue and any resolution or to search for something better?"
208,"I literally just got these out of the box to try it out, connected with my phone via bluetooth and put on a song on spotify. After like a couple of minutes the left headphone stopped working. I always thought JBL was a high quality product since I have the JBL Xtreme Bluetooth speaker. I returned it right away. Very disappointing."
209,"I technically didn't use it because I had to check the comfort first (there is a possibility it's not comfortable). If you wear glasses and have piercings, I'd say it's a big 'no'. I do have a wider head too so my review is just about the comfort. If you have bigger ears it might not be great either."
210,You gotta give this model a try. Using for the gym stay on during intense cardio and lifting. Drowneds out the rest of they noise. Great buy super happy
211,This is probaly the best headphones I’ve ever owned. If you aren’t a audiophile then these headphones are great with their sound quality and noise cancellation. However the the reason why I gave it a 4 star instead of a 5 is these headphones are fragile. They are made out of mostly plastic except headband and arms area. You will have to take some extra care of these headphones.
212,"These headphones are super comfy, over the ear. Sound is awesome!! The JBL brand is just as good or better than more well-known brands. I did not buy them for noise cancellation, but I did wear them on two trans-Atlantic flights recently and did not hear anyone else! Definitely worth the money."
